design_id,paper_id,task_family,task_name,label_semantics,class_cardinality,class_type,dataset_ids,scheme_ids,training_description,validation_description,test_description,split_design_primary,split_design_secondary,split_unit,split_grouping,eligibility_status,exclusion_reason,evidence_ids
DES0350,P17815,semantic_inference,Two-week interval temporal transfer matrix,website identity,1500,multiclass,DS-P17815-ENCRYPTED-DNS,,One complete two-week interval.,"Feature, algorithm, and sample-regime choices were evaluated on the pooled LOC1 corpus before the same interval samples were reused in the temporal transfer matrix.",A distinct two-week interval from the same ten-week campaign.,pairwise_period_transfer_matrix,,session_or_trace,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD2003 | EVD2005 | EVD2006
DES0351,P17815,semantic_inference,Cross-location/resolver/platform transfer,website identity,700,multiclass,DS-P17815-ENCRYPTED-DNS,,Samples from one reported environment.,Validation/model-selection construction is not separately reported.,Samples from a different environment.,condition_holdout_non_temporal,,session_or_trace,condition_before_sample_split,excluded,superseded_by_more_specific_designs,EVD2004
DES0352,P17818,semantic_inference,Andrubis matched evaluation,mobile application identity,1030000,multiclass,DS-ANDRUBIS,SCH0199,Random half of app traffic.,Validation/model-selection construction is not separately reported.,Other non-overlapping half from the same corpus.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2007
DES0353,P17818,semantic_inference,Cross-Platform matched evaluation,mobile application identity,411,multiclass,DS-CROSS-PLATFORM-2017,SCH0200,Random half of app traffic.,Validation/model-selection construction is not separately reported.,Other non-overlapping half from the same corpus.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2008
DES0354,P17818,semantic_inference,ReCon matched evaluation,mobile application identity,512,multiclass,DS-RECON-APPVERSIONS,SCH0196,Random half of app traffic.,Validation/model-selection construction is not separately reported.,Other non-overlapping half from the same corpus.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2009
DES0355,P17818,endpoint_or_platform_identification,Browser identification,browser identity,4,multiclass,DS-P17818-FLOWPRINT-BROWSER-SELF-COLLECTED,SCH0202,Eighty percent of browser-app traffic.,Validation/model-selection construction is not separately reported.,Twenty percent from the same capture.,pooled_random_or_stratified_split,,flow,sample_split_after_pooling,eligible,,EVD2010
DES0356,P17818,endpoint_or_platform_identification,Application-version novelty detection,new or unseen application version versus an existing version,2,binary,DS-RECON-APPVERSIONS,,Traffic from one selected app version.,No separate supervised two-label validation construction is reported.,Traffic from later app versions is checked for a match to the fitted version.,single_campaign_or_period_split,,session_or_trace,condition_before_sample_split,excluded,unsupervised_or_one_class,EVD2011 | EVD1765
DES0357,P17818,semantic_inference,Andrubis synthetic feature-aging sensitivity,mobile application identity under replaced destination features,1030000,multiclass,DS-ANDRUBIS,SCH0204,Training samples from the reported source/pool.,Validation/model-selection construction is not separately reported.,Test samples from the reported held-out fold/partition.,pooled_kfold_or_cross_validation,,flow,sample_split_after_pooling,eligible,,EVD2012
DES0358,P17818,semantic_inference,Cross-Platform synthetic feature-aging sensitivity,mobile application identity under replaced destination features,411,multiclass,DS-CROSS-PLATFORM-2017,SCH0201,Training samples from the reported source/pool.,Validation/model-selection construction is not separately reported.,Test samples from the reported held-out fold/partition.,pooled_kfold_or_cross_validation,,flow,sample_split_after_pooling,eligible,,EVD2013
DES0359,P17818,semantic_inference,ReCon synthetic feature-aging sensitivity,mobile application identity under replaced destination features,512,multiclass,DS-RECON-APPVERSIONS,SCH0203,Training samples from the reported source/pool.,Validation/model-selection construction is not separately reported.,Test samples from the reported held-out fold/partition.,pooled_kfold_or_cross_validation,,flow,sample_split_after_pooling,eligible,,EVD2014
DES0360,P17818,semantic_inference,Twenty-six-month fresh recapture,31 mobile application identities,31,multiclass,DS-ANDRUBIS | DS-CROSS-PLATFORM-2017 | DS-P17818-FLOWPRINT-CROSS-PLATFORM-RECAPTURE-2020,SCH0197 | SCH0198 | SCH0205,Original capture for the 31 common apps.,All configurable parameters were selected on held-out Andrubis validation data that the paper says was excluded from the remainder of the evaluation.,Fresh current-version traffic for the same 31 apps.,cross_dataset_temporal_transfer,,session_or_trace,condition_before_sample_split,eligible,,EVD2015 | EVD2016
DES0361,P18348,endpoint_or_platform_identification,one-week IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,The paper says the model trains on December 2022 traffic as a whole; it does not map a disjoint Train:Now subperiod for this weekly contrast.,Validation or model-selection portion as reported by the paper.,"A result labelled one week after Train:Now, without a documented mapping to a disjoint December subperiod.",chronological_within_continuous_capture,,campaign_or_period,unknown,eligible,,EVD2017 | EVD2031
DES0362,P18348,endpoint_or_platform_identification,two-week IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,The paper says the model trains on December 2022 traffic as a whole; it does not map a disjoint Train:Now subperiod for this weekly contrast.,Validation or model-selection portion as reported by the paper.,"A result labelled two weeks after Train:Now, without a documented mapping to a disjoint December subperiod.",chronological_within_continuous_capture,,campaign_or_period,unknown,eligible,,EVD2018 | EVD2031
DES0363,P18348,endpoint_or_platform_identification,three-week IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,The paper says the model trains on December 2022 traffic as a whole; it does not map a disjoint Train:Now subperiod for this weekly contrast.,Validation or model-selection portion as reported by the paper.,"A result labelled three weeks after Train:Now, without a documented mapping to a disjoint December subperiod.",chronological_within_continuous_capture,,campaign_or_period,unknown,eligible,,EVD2019 | EVD2031
DES0364,P18348,endpoint_or_platform_identification,one-month IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,"December 2022 baseline traffic; the collection description labels this capture idle, while the temporal-evaluation description says operation mode remains mixed.",Validation or model-selection portion as reported by the paper.,Fresh January 2023 common-device traffic described as mixed mode.,heldout_later_campaign,,campaign_or_period,condition_before_sample_split,eligible,,EVD2020 | EVD2031
DES0365,P18348,endpoint_or_platform_identification,three-month IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,"December 2022 baseline traffic; the collection description labels this capture idle, while the temporal-evaluation description says operation mode remains mixed.",Validation or model-selection portion as reported by the paper.,Fresh March 2023 common-device traffic described as mixed mode.,heldout_later_campaign,,campaign_or_period,condition_before_sample_split,eligible,,EVD2021 | EVD2031
DES0366,P18348,endpoint_or_platform_identification,six-month IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,"December 2022 baseline traffic; the collection description labels this capture idle, while the temporal-evaluation description says operation mode remains mixed.",Validation or model-selection portion as reported by the paper.,Fresh June 2023 common-device traffic described as mixed mode.,heldout_later_campaign,,campaign_or_period,condition_before_sample_split,eligible,,EVD2022 | EVD2031
DES0367,P18348,endpoint_or_platform_identification,twelve-month IoT device-identification transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,"December 2022 baseline traffic; the collection description labels this capture idle, while the temporal-evaluation description says operation mode remains mixed.",Validation or model-selection portion as reported by the paper.,Fresh December 2023 common-device traffic described as mixed mode.,heldout_later_campaign,,campaign_or_period,condition_before_sample_split,eligible,,EVD2023 | EVD2031
DES0368,P18348,endpoint_or_platform_identification,IoT activity-mode transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,Mixed-mode traffic.,Validation or model-selection portion as reported by the paper.,Idle-only and active-only traffic.,condition_holdout_non_temporal,,device,condition_before_sample_split,eligible,,EVD2024
DES0369,P18348,endpoint_or_platform_identification,Cross-site IoT device identification,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,One testbed.,Validation or model-selection portion as reported by the paper.,Other testbed.,condition_holdout_non_temporal,,device,condition_before_sample_split,eligible,,EVD2025
DES0370,P18348,endpoint_or_platform_identification,Packet-sampling IoT identification,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,Full-observation traffic.,Validation or model-selection portion as reported by the paper.,Packet-sampled traffic.,condition_holdout_non_temporal,,device,condition_before_sample_split,eligible,,EVD2026
DES0371,P18348,endpoint_or_platform_identification,one-month target-informed tailored-feature temporal transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,"December 2022 baseline traffic; the collection description labels this capture idle, while the temporal-evaluation description says operation mode remains mixed.","Feature subsets are repeatedly reduced and retained according to performance across all evaluated scenarios, including the temporal targets reported in Table VII.",Fresh January 2023 common-device traffic is reported after target-informed feature selection.,heldout_later_campaign,target_informed_feature_selection,campaign_or_period,condition_before_sample_split,eligible,,EVD2027 | EVD2031
DES0372,P18348,endpoint_or_platform_identification,three-month target-informed tailored-feature temporal transfer,device identity,13,multiclass,DS-P18348-IOT-ID,SCH0219,"December 2022 baseline traffic; the collection description labels this capture idle, while the temporal-evaluation description says operation mode remains mixed.","Feature subsets are repeatedly reduced and retained according to performance across all evaluated scenarios, including the temporal targets reported in Table VII.",Fresh March 2023 common-device traffic is reported after target-informed feature selection.,heldout_later_campaign,target_informed_feature_selection,campaign_or_period,condition_before_sample_split,eligible,,EVD2028 | EVD2031
