rq1_scheme_decision_id,scheme_id,paper_id,dataset_id,dimension,outcome,condition_pair,complete_class_count,common_pair_class_count,complete_scheme_verified,stable_semantics_verified,condition_membership_recoverable,fresh_parent_traffic_both_values,evidence_ids,decision_basis,confidence
R1S0739,SCH0277,P41766,DS-USTC-TFC-2016,client,not_documented,,14,,yes,unknown,unknown,unknown,EVD1129,"Client hardware, OS, application/malware versions, and within-class mappings are absent from the release manifest.",medium
R1S0740,SCH0277,P41766,DS-USTC-TFC-2016,network,not_documented,,14,,yes,unknown,unknown,unknown,EVD1129,"Capture provenance differs across parts of the corpus, but class-addressable site/access/provider conditions within every class are not documented.",medium
R1S0741,SCH0277,P41766,DS-USTC-TFC-2016,temporal,not_documented,,14,,yes,unknown,unknown,unknown,EVD1129,Class-named capture files lack a versioned timestamp/campaign manifest; file separation does not prove a single or multiple temporal condition within a class.,medium
R1S0742,SCH0278,P41766,DS-ISCX-VPN-2016,client,not_documented,,11,,yes,unknown,unknown,unknown,EVD2100,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0743,SCH0278,P41766,DS-ISCX-VPN-2016,network,not_documented,,11,,yes,unknown,unknown,unknown,EVD2100,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0744,SCH0278,P41766,DS-ISCX-VPN-2016,temporal,not_documented,,11,,yes,unknown,unknown,unknown,EVD2100,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0745,SCH0279,P41766,DS-CROSS-PLATFORM-2017,client,not_documented,,197,,yes,unknown,unknown,unknown,EVD0837,"Android/iOS diversity exists globally, but no common application-class mapping across the OS conditions is documented; the 31-app follow-up stack is also unreported.",high
R1S0746,SCH0279,P41766,DS-CROSS-PLATFORM-2017,network,not_documented,,197,,yes,unknown,unknown,unknown,EVD2096,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0747,SCH0279,P41766,DS-CROSS-PLATFORM-2017,temporal,not_documented,,197,,yes,unknown,unknown,unknown,EVD2096,The original Cross-Platform corpus does not document a within-dataset class-overlapping temporal condition map; the later recapture is evaluated only as a cross-dataset protocol.,high
R1S0748,SCH0280,P41766,DS-ISCX-VPN-2016,client,not_documented,,6,,yes,unknown,unknown,unknown,EVD2099,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0749,SCH0280,P41766,DS-ISCX-VPN-2016,network,not_documented,,6,,yes,unknown,unknown,unknown,EVD2099,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0750,SCH0280,P41766,DS-ISCX-VPN-2016,temporal,not_documented,,6,,yes,unknown,unknown,unknown,EVD2099,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0751,SCH0281,P41766,DS-CROSS-PLATFORM-2017,client,not_documented,,190,,yes,unknown,unknown,unknown,EVD0837,"Android/iOS diversity exists globally, but no common application-class mapping across the OS conditions is documented; the 31-app follow-up stack is also unreported.",high
R1S0752,SCH0281,P41766,DS-CROSS-PLATFORM-2017,network,not_documented,,190,,yes,unknown,unknown,unknown,EVD2097,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0753,SCH0281,P41766,DS-CROSS-PLATFORM-2017,temporal,not_documented,,190,,yes,unknown,unknown,unknown,EVD2097,The original Cross-Platform corpus does not document a within-dataset class-overlapping temporal condition map; the later recapture is evaluated only as a cross-dataset protocol.,high
R1S0754,SCH0282,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,client,documented_no_support,,410,,yes,unknown,unknown,unknown,EVD1059,Manufacturer/type/model is the target label and cannot itself be counted as nuisance client diversity.,high
R1S0755,SCH0282,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,network,not_documented,,410,,yes,unknown,unknown,unknown,EVD1061,"Aggregate network breadth is confirmed, but no common site/country pair can be shown for all 410 manufacturer-type-model classes.",medium
R1S0756,SCH0282,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,temporal,not_documented,,410,,yes,unknown,unknown,unknown,EVD1060,"The corpus spans multiple months and sessions, but per-label temporal coverage is unknown.",medium
R1S0757,SCH0283,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,client,not_documented,,34,,yes,unknown,unknown,unknown,EVD1058,"Client properties are closely tied to device-type labels, and orthogonal within-type OS/hardware condition mapping is not reported.",medium
R1S0758,SCH0283,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,network,not_documented,,34,,yes,unknown,unknown,unknown,EVD1019,"Aggregate network breadth is confirmed, but no common site/country pair can be shown for all 34 device-type classes.",medium
R1S0759,SCH0283,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,temporal,not_documented,,34,,yes,unknown,unknown,unknown,EVD1018,"The corpus spans multiple months and sessions, but per-label temporal coverage is unknown.",medium
R1S0760,SCH0284,P42427,DS-P42427-FOAP-AUTO,client,documented_no_support,single Google Pixel 2 automation client,2,0,yes,yes,yes,no,EVD1855,The automated corpus uses one documented device and automation environment.,high
R1S0761,SCH0284,P42427,DS-P42427-FOAP-AUTO,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1855,The paper does not map the complete scheme to two recoverable network conditions.,high
R1S0762,SCH0284,P42427,DS-P42427-FOAP-AUTO,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1855,The paper does not map the complete scheme to two collection-time values.,high
R1S0763,SCH0285,P42427,DS-P42427-FOAP-AUTO,client,documented_no_support,single Google Pixel 2 automation client,2,0,yes,yes,yes,no,EVD1855,The automated corpus uses one documented device and automation environment.,high
R1S0764,SCH0285,P42427,DS-P42427-FOAP-AUTO,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1855,The paper does not map the complete scheme to two recoverable network conditions.,high
R1S0765,SCH0285,P42427,DS-P42427-FOAP-AUTO,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1855,The paper does not map the complete scheme to two collection-time values.,high
R1S0766,SCH0286,P42427,DS-P42427-FOAP-HUMAN,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1856,The human corpus identifies five volunteers but does not document qualifying client-configuration differences among them.,high
R1S0767,SCH0286,P42427,DS-P42427-FOAP-HUMAN,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1856,The paper does not map the complete scheme to two recoverable network conditions.,high
R1S0768,SCH0286,P42427,DS-P42427-FOAP-HUMAN,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1856,The paper does not map the complete scheme to two collection-time values.,high
R1S0769,SCH0287,P42427,DS-P42427-FOAP-HUMAN,client,not_documented,,2,,yes,unknown,unknown,unknown,EVD1856,The human corpus identifies five volunteers but does not document qualifying client-configuration differences among them.,high
R1S0770,SCH0287,P42427,DS-P42427-FOAP-HUMAN,network,not_documented,,2,,yes,unknown,unknown,unknown,EVD1856,The paper does not map the complete scheme to two recoverable network conditions.,high
R1S0771,SCH0287,P42427,DS-P42427-FOAP-HUMAN,temporal,not_documented,,2,,yes,unknown,unknown,unknown,EVD1856,The paper does not map the complete scheme to two collection-time values.,high
R1S0772,SCH0291,P42485,DS-P42485-LUMOS,client,documented_no_support,camera hardware instance A | camera hardware instance B,9,,yes,unknown,unknown,unknown,EVD1021,The leave-one-camera-instance analysis covers a held-out camera class rather than all nine labels under one common hardware pair.,high
R1S0773,SCH0291,P42485,DS-P42485-LUMOS,network,supported,Training Setup vs Lab-High,9,9,yes,yes,yes,yes,EVD1022,"All nine device types are present in both fresh deployments; site, layout, device density, and background traffic may co-vary.",high
R1S0774,SCH0291,P42485,DS-P42485-LUMOS,temporal,not_documented,,9,,yes,unknown,unknown,unknown,EVD1020,Collection dates and campaign spacing are not reported.,low
R1S0775,SCH0292,P42485,DS-P42485-LUMOS,client,not_documented,No common absolute model pair spans all classes,9,,yes,unknown,unknown,unknown,EVD1021,"Every class has multiple hardware models, but model levels are class-specific; the corpus can support model-held-out subsets, not one common named model pair across the full label space.",medium
R1S0776,SCH0292,P42485,DS-P42485-LUMOS,network,supported,Training Setup vs Lab-High,9,9,yes,yes,yes,yes,EVD1022,"All nine device types are present in both fresh deployments; site, layout, device density, and background traffic may co-vary.",high
R1S0777,SCH0292,P42485,DS-P42485-LUMOS,temporal,not_documented,,9,,yes,unknown,unknown,unknown,EVD1020,Collection dates and campaign spacing are not reported.,low
R1S0778,SCH0293,P42512,DS-P42512-ONLINE-WF,client,documented_no_support,,750,0,yes,unknown,unknown,unknown,EVD1062,The paired-vantage subset uses one controlled crawler stack.,medium
R1S0779,SCH0293,P42512,DS-P42512-ONLINE-WF,network,not_documented,entry vs exit relay,750,922,yes,unknown,unknown,unknown,EVD1025,Every website has traffic observed at both relay positions from the same controlled crawl actions; action grouping is needed to avoid paired-trace leakage.,high
R1S0780,SCH0293,P42512,DS-P42512-ONLINE-WF,temporal,not_documented,,750,,yes,unknown,unknown,unknown,EVD2108,The paired crawl's collection dates and temporal spacing are not reported.,low
R1S0781,SCH0294,P42512,DS-P42512-ONLINE-WF,client,not_documented,,1001,,yes,unknown,unknown,unknown,EVD2107,The genuine client population is heterogeneous but not reported as assignable client-stack levels for every class.,low
R1S0782,SCH0294,P42512,DS-P42512-ONLINE-WF,network,not_documented,,1001,,yes,unknown,unknown,unknown,EVD2107,No second assignable network condition is documented for the sampled-1000 stream across the configured label view.,low
R1S0783,SCH0294,P42512,DS-P42512-ONLINE-WF,temporal,documented_no_support,synthetic pretraining campaign | live online campaign,1001,,yes,unknown,unknown,unknown,EVD1199,"Only 307 monitored labels appear in the live stream, not all 1000 monitored labels in the 1001-class scheme. The documented campaign pair therefore fails complete-scheme coverage.",high
R1S0784,SCH0295,P42512,DS-P42512-ONLINE-WF,client,not_documented,,101,,yes,unknown,unknown,unknown,EVD1026,"Synthetic/genuine provenance is assignable, but genuine client stacks and complete class overlap are not reported.",medium
R1S0785,SCH0295,P42512,DS-P42512-ONLINE-WF,network,not_documented,,101,,yes,unknown,unknown,unknown,EVD1063,"Paired vantage coverage is established for a separate 922-site subset, not necessarily the top-100-plus-unmonitored view.",medium
R1S0786,SCH0295,P42512,DS-P42512-ONLINE-WF,temporal,documented_no_support,synthetic pretraining campaign | live online campaign,101,,yes,unknown,unknown,unknown,EVD1024,"Only 95 monitored labels appear in the live stream, not all 100 monitored labels in the 101-class scheme. The documented campaign pair therefore fails complete-scheme coverage.",high
R1S0787,SCH0296,P42516,DS-P42516-MERIT-DEPLOYMENT,client,documented_no_support,one controlled VPN client station and ambient users,2,0,yes,yes,yes,no,EVD1860,Positive VPN and ambient negative traffic are tied to different client populations.,high
R1S0788,SCH0296,P42516,DS-P42516-MERIT-DEPLOYMENT,network,documented_no_support,single Merit observation network,2,0,yes,yes,yes,no,EVD1860,The complete deployment scheme is observed at one documented network site.,high
R1S0789,SCH0296,P42516,DS-P42516-MERIT-DEPLOYMENT,temporal,supported,early interval of 13-20 August 2021 deployment | later deployment interval,2,2,yes,yes,yes,yes,EVD1860,The one-week live deployment continuously recorded ordinary flows while the automated client repeated control VPN traffic. Timestamps recover both stable binary labels in early and later intervals.,high
R1S0790,SCH0299,P42624,DS-P42624-WTW-YOUTUBE100,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1035,"At least one title has multi-device/app traces, but complete 100-class client coverage is not documented.",medium
R1S0791,SCH0299,P42624,DS-P42624-WTW-YOUTUBE100,network,documented_no_support,mobile network operator A | mobile network operator B,3,100,yes,unknown,unknown,unknown,EVD1034,"The complete scheme has YouTube, Netflix, and Amazon service labels. Only the YouTube component is demonstrated across the MNO pair, so all three labels do not share one common network pair.",high
R1S0792,SCH0299,P42624,DS-P42624-WTW-YOUTUBE100,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2115,Collection dates and campaign spacing are not reported.,low
R1S0793,SCH0300,P42624,DS-P42624-WTW-YOUTUBE200,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1036,The paper does not report complete class-level allocation across the two handsets and app versions for this corpus.,medium
R1S0794,SCH0300,P42624,DS-P42624-WTW-YOUTUBE200,network,documented_no_support,,3,0,yes,unknown,unknown,unknown,EVD1037,Only MNO A is documented for the YouTube200 corpus.,high
R1S0795,SCH0300,P42624,DS-P42624-WTW-YOUTUBE200,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2115,Collection dates and campaign spacing are not reported.,low
R1S0796,SCH0302,P42624,DS-P42624-WTW-YOUTUBE100,client,not_documented,,100,,yes,unknown,unknown,unknown,EVD1035,"At least one title has multi-device/app traces, but complete 100-class client coverage is not documented.",medium
R1S0797,SCH0302,P42624,DS-P42624-WTW-YOUTUBE100,network,supported,MNO A vs MNO B,100,100,yes,yes,yes,yes,EVD1034,"Every video class is represented under each of three commercial MNOs; provider, cell, load, and possibly handset/app factors may co-vary.",high
R1S0798,SCH0302,P42624,DS-P42624-WTW-YOUTUBE100,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD2109,Collection dates and campaign spacing are not reported.,low
R1S0799,SCH0303,P42624,DS-P42624-WTW-NETFLIXDT,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1030,The paper does not report complete class-level allocation across the two handsets and app versions for this corpus.,medium
R1S0800,SCH0303,P42624,DS-P42624-WTW-NETFLIXDT,network,not_documented,,3,,yes,unknown,unknown,unknown,EVD1030,The paper does not report a complete class-to-network-condition mapping for this independently counted corpus.,medium
R1S0801,SCH0303,P42624,DS-P42624-WTW-NETFLIXDT,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD2115,Collection dates and campaign spacing are not reported.,low
R1S0802,SCH0304,P42624,DS-P42624-WTW-NETFLIX,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1029,The paper does not report complete class-level allocation across the two handsets and app versions for this corpus.,medium
