rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D1042,DES0442,P42020,SCH0282,client,not_documented,,unknown,unknown,unknown,possible_heldout_client,EVD0239 | EVD0240 | EVD0241,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1043,DES0442,P42020,SCH0282,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1425,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1044,DES0442,P42020,SCH0282,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2103,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1045,DES0443,P42485,SCH0292,client,not_documented,,unknown,unknown,unknown,possible_heldout_client,EVD0242 | EVD0243 | EVD0246,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1046,DES0443,P42485,SCH0292,network,documented_holdout,"Offline mini-testbed training versus deployment in an office, apartments, and a lab-space setup.",yes,yes,yes,heldout_full_label_view,EVD1426 | EVD1427,The available evidence documents condition-first grouping and disjoint parent captures or sessions.,high
R2D1047,DES0443,P42485,SCH0292,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2104,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1048,DES0444,P42485,SCH0291,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0244 | EVD0245 | EVD0247 | EVD0248,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1049,DES0444,P42485,SCH0291,network,documented_no_holdout,,unknown,unknown,unknown,not_a_network_holdout,EVD1428,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1050,DES0444,P42485,SCH0291,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2105,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1051,DES0445,P42512,SCH0295,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0249 | EVD0250,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1052,DES0445,P42512,SCH0295,network,documented_no_holdout,,unknown,unknown,unknown,not_a_network_holdout,EVD1429,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1053,DES0445,P42512,SCH0295,temporal,not_documented,,unknown,unknown,unknown,possible_heldout_temporal,EVD2106,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1054,DES0446,P42512,SCH0294,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0251 | EVD0252,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1055,DES0446,P42512,SCH0294,network,documented_no_holdout,,unknown,unknown,unknown,not_a_network_holdout,EVD1430,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1056,DES0446,P42512,SCH0294,temporal,not_documented,,unknown,unknown,unknown,possible_heldout_temporal,EVD2107,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1057,DES0447,P42512,SCH0293,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0253,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1058,DES0447,P42512,SCH0293,network,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD1431 | EVD1432,The design partitions only a VPN or tunnel property rather than a qualifying network condition.,high
R2D1059,DES0447,P42512,SCH0293,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2108,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1060,DES0448,P42624,SCH0302,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0254,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1061,DES0448,P42624,SCH0302,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1433,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1062,DES0448,P42624,SCH0302,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2109,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1063,DES0449,P42624,SCH0311,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0255,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1064,DES0449,P42624,SCH0311,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1434,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1065,DES0449,P42624,SCH0311,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2110,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1066,DES0450,P42624,SCH0315,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0256,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1067,DES0450,P42624,SCH0315,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1435,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1068,DES0450,P42624,SCH0315,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2111,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1069,DES0451,P42624,SCH0301 | SCH0306,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0257,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1070,DES0451,P42624,SCH0301 | SCH0306,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1436,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1071,DES0451,P42624,SCH0301 | SCH0306,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2112,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1072,DES0452,P42624,SCH0312,client,not_documented,,unknown,unknown,unknown,unknown_not_reported,EVD0258 | EVD0259,"A complete holdout is not confirmed because grouping order, full-scheme coverage, or parent independence remains unresolved.",medium
R2D1073,DES0452,P42624,SCH0312,network,documented_holdout,All six train/test directions among three commercial mobile network operators.,yes,yes,yes,heldout_full_label_view,EVD1437 | EVD1438,The available evidence documents condition-first grouping and disjoint parent captures or sessions.,high
R2D1074,DES0452,P42624,SCH0312,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2113,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1075,DES0453,P42624,SCH0308 | SCH0312,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0260,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1076,DES0453,P42624,SCH0308 | SCH0312,network,documented_holdout,Carrier-aggregation-disabled YouTube100 traffic versus independently captured CA-enabled YouTubeCA traffic.,yes,yes,yes,heldout_full_label_view,EVD1439 | EVD1440,The available evidence documents condition-first grouping and disjoint parent captures or sessions.,high
R2D1077,DES0453,P42624,SCH0308 | SCH0312,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2114,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1078,DES0454,P42624,SCH0299 | SCH0300 | SCH0303 | SCH0304 | SCH0310 | SCH0313,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0261,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1079,DES0454,P42624,SCH0299 | SCH0300 | SCH0303 | SCH0304 | SCH0310 | SCH0313,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1441,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1080,DES0454,P42624,SCH0299 | SCH0300 | SCH0303 | SCH0304 | SCH0310 | SCH0313,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2115,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1081,DES0455,P42624,SCH0305 | SCH0307 | SCH0309 | SCH0314 | SCH0316,client,documented_no_holdout,,unknown,unknown,unknown,not_a_client_holdout,EVD0262,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1082,DES0455,P42624,SCH0305 | SCH0307 | SCH0309 | SCH0314 | SCH0316,network,documented_no_holdout,,unknown,unknown,unknown,not_a_network_holdout,EVD1442,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1083,DES0455,P42624,SCH0305 | SCH0307 | SCH0309 | SCH0314 | SCH0316,temporal,documented_no_holdout,,unknown,unknown,unknown,not_a_temporal_holdout,EVD2116,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1084,DES0456,P42690,SCH0317,client,documented_no_holdout,,unknown,no,unknown,not_a_client_holdout,EVD0263,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1085,DES0456,P42690,SCH0317,network,documented_no_holdout,,unknown,no,unknown,not_a_network_holdout,EVD1443,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
R2D1086,DES0456,P42690,SCH0317,temporal,documented_no_holdout,,unknown,no,unknown,not_a_temporal_holdout,EVD2117,"The available evidence establishes a non-holdout design, pooling before the condition split, or shared parent traffic.",medium
